dns_ratio,Forward time,Backward time,Data time,Other time,Total time,FPS,BatchSize
0.5,0.246,0.4074,0.0026,0.0465,0.7025,427.0202,300
0.5,0.3442,0.5917,0.0028,0.048,0.9867,405.4104,400
0.5,0.3947,0.6937,0.0031,0.0478,1.1393,438.8592,500
