dns_ratio,Forward time,Backward time,Data time,Other time,Total time,FPS,BatchSize
0.5,0.4718,0.6401,0.0051,0.0086,1.1256,444.1987,500
0.5,0.8564,1.3156,0.0061,0.0066,2.1847,343.2954,750
0.5,1.1582,1.811,0.007,0.0092,2.9853,334.9718,1000
0.5,0.1661,0.2108,0.0051,0.0062,0.3882,515.2176,200
0.5,0.2665,0.3238,0.0045,0.0072,0.6019,498.3935,300
0.5,0.3904,0.5163,0.0065,0.0074,0.9207,434.4692,400
