dns_ratio,Forward time,Backward time,Data time,Other time,Total time,FPS,BatchSize
0.5,0.2513,0.3146,0.0028,0.0047,0.5734,523.1574,300
0.5,0.3231,0.3982,0.0035,0.0053,0.7301,547.8793,400
0.5,0.4052,0.5269,0.003,0.0061,0.9411,531.2926,500
