dns_ratio,Forward time,Backward time,Data time,Other time,Total time,FPS,BatchSize
0.1,0.404,0.4207,0.0031,0.0058,0.8337,599.7544,500
0.3,0.398,0.4212,0.0031,0.0065,0.8288,603.2616,500
0.5,0.2555,0.2606,0.0026,0.0043,0.5229,573.7067,300
0.5,0.309,0.3416,0.0028,0.0044,0.6578,608.0679,400
0.5,0.3884,0.4256,0.0031,0.0054,0.8225,607.8785,500
0.7,0.3851,0.4313,0.0031,0.0053,0.8248,606.2341,500
0.9,0.3935,0.468,0.003,0.0064,0.8708,574.1632,500
