dns_ratio,Forward time,Backward time,Data time,Other time,Total time,FPS,BatchSize
0.5,0.4652,0.6309,0.0055,0.0066,1.1082,451.1995,500
0.5,0.8403,1.2599,0.0054,0.0048,2.1104,355.3822,750
0.5,1.1526,1.8458,0.0071,0.0052,3.0107,332.1489,1000
0.5,0.1699,0.2084,0.0051,0.0047,0.3882,515.2308,200
0.5,0.2832,0.3658,0.0051,0.0046,0.6587,455.4447,300
0.5,0.3809,0.4983,0.0036,0.0053,0.8881,450.3997,400
