0.99	58813288.0
1.0	61455056.0
1.01	64528508.0
1.06	67965552.0
1.05	71883160.0
1.03	76384704.0
1.04	81426048.0
1.01	87332496.0
0.93	93866648.0
0.94	101230648.0
0.92	109322400.0
0.96	118198920.0
0.98	127682520.0
0.99	137741040.0
0.97	148180112.0
0.92	158797264.0
0.94	169379744.0
0.96	179897200.0
0.96	190062624.0
0.91	199861200.0
0.96	209210016.0
1.0	218006448.0
0.99	226198880.0
0.96	233814496.0
1.01	240879936.0
0.99	247369104.0
0.95	253363120.0
0.99	258786256.0
1.05	263799552.0
0.99	268373312.0
0.96	272569536.0
0.97	276354880.0
0.89	279883264.0
0.92	283084000.0
0.93	286044352.0
0.92	288746720.0
0.93	291270816.0
0.94	293572256.0
0.85	295646688.0
0.81	297660032.0
